,Gender,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average Score,WklyStudyHoursValue
28132,female,associate's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,82,86,83,84.0,2.0
28133,male,some college,standard,completed,married,regularly,no,4.0,school_bus,> 10,64,65,63,64.0,3.0
28134,male,high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,> 10,46,60,64,57.0,3.0
28135,male,high school,standard,none,single,sometimes,yes,1.0,private,< 5,50,38,32,40.0,1.0
28136,male,associate's degree,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,51,50,48,50.0,2.0
28137,male,some high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,38,25,27,30.0,2.0
28138,female,associate's degree,standard,none,married,regularly,no,3.0,school_bus,5 - 10,41,47,47,45.0,2.0
28139,female,high school,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,42,48,53,48.0,2.0
28140,female,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,72,68,77,72.0,2.0
28141,male,high school,free/reduced,none,married,sometimes,yes,1.0,private,< 5,60,66,62,63.0,1.0
28142,male,bachelor's degree,standard,completed,single,regularly,no,3.0,private,< 5,99,93,89,94.0,1.0
28143,female,associate's degree,standard,none,married,sometimes,no,7.0,school_bus,5 - 10,75,86,91,84.0,2.0
28144,female,associate's degree,standard,completed,married,sometimes,no,1.0,school_bus,< 5,70,76,82,76.0,1.0
28145,female,associate's degree,standard,none,married,regularly,yes,0.0,school_bus,> 10,89,93,92,91.0,3.0
28146,male,high school,free/reduced,none,single,sometimes,no,3.0,school_bus,> 10,41,46,37,41.0,3.0
28147,female,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,58,70,64,64.0,2.0
28148,female,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,69,85,88,81.0,2.0
28149,male,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2.0,private,< 5,82,86,82,83.0,1.0
28150,female,high school,standard,completed,divorced,sometimes,no,6.0,private,5 - 10,61,63,67,64.0,2.0
28151,male,associate's degree,free/reduced,none,married,never,yes,0.0,private,5 - 10,52,53,54,53.0,2.0
28152,female,high school,standard,none,single,never,yes,2.0,private,5 - 10,49,56,55,53.0,1.8977295694940375
28153,female,some college,free/reduced,none,single,regularly,yes,2.0,school_bus,> 10,45,55,50,50.0,3.0
28154,male,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,92,86,82,87.0,2.0
28155,female,some college,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,9,31,29,23.0,2.0
28156,female,high school,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,56,61,64,60.0,1.0
28157,male,some college,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,50,61,58,56.0,1.0
28158,male,high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,59,48,47,51.0,2.0
28159,female,associate's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,55,71,65,64.0,2.0
28161,female,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,< 5,53,58,60,57.0,1.0
28162,female,associate's degree,standard,none,married,regularly,yes,5.0,school_bus,< 5,82,90,94,89.0,1.0
28163,male,some high school,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,44,49,39,44.0,1.0
28164,male,high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,52,55,51,53.0,2.0
28165,female,associate's degree,standard,completed,divorced,sometimes,no,7.0,private,> 10,96,97,98,97.0,3.0
28166,male,some college,standard,none,married,sometimes,no,1.0,private,5 - 10,49,50,43,47.0,2.0
28167,female,high school,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,97,95,98,97.0,1.0
28168,male,high school,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,80,65,60,68.0,2.0
28169,female,bachelor's degree,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,90,96,91,92.0,2.0
28170,male,associate's degree,standard,none,married,never,no,2.0,school_bus,5 - 10,100,92,88,93.0,2.0
28171,female,some college,free/reduced,completed,married,regularly,yes,2.0,private,< 5,53,69,70,64.0,1.0
28172,female,some college,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,70,85,87,81.0,2.0
28173,female,high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,51,60,57,56.0,2.0
28174,female,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,40,47,55,47.0,1.0
28175,female,some high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,< 5,67,83,80,77.0,1.0
28177,male,associate's degree,standard,none,married,regularly,yes,2.0,private,> 10,64,52,51,56.0,3.0
28178,male,master's degree,standard,none,married,never,no,2.0,school_bus,> 10,79,70,75,75.0,3.0
28179,male,some high school,standard,none,married,sometimes,yes,2.0,private,> 10,71,59,57,62.0,3.0
28180,female,high school,standard,completed,married,sometimes,yes,4.0,private,< 5,70,82,84,79.0,1.0
28181,male,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,34,29,32,32.0,2.0
28182,male,some college,standard,none,married,never,yes,6.0,school_bus,5 - 10,63,55,50,56.0,1.8977295694940375
28183,male,associate's degree,standard,completed,single,never,yes,3.0,private,5 - 10,69,59,58,62.0,2.0
28184,male,associate's degree,standard,completed,widowed,never,no,1.0,private,> 10,53,41,45,46.0,3.0
28185,female,high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,79,81,84,81.0,1.0
28186,male,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,97,90,88,92.0,2.0
28187,female,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,83,79,83,82.0,2.0
28188,female,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,67,73,79,73.0,2.0
28189,male,some college,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,90,74,74,79.0,2.0
28190,female,high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,> 10,40,63,56,53.0,3.0
28191,male,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,55,46,43,48.0,2.0
28192,female,associate's degree,standard,completed,married,sometimes,yes,0.0,private,< 5,82,87,93,87.0,1.0
28193,female,bachelor's degree,standard,none,single,never,yes,0.0,private,< 5,78,87,85,83.0,1.0
28194,female,associate's degree,standard,none,married,never,yes,3.0,school_bus,5 - 10,73,80,78,77.0,2.0
28195,male,some high school,standard,none,married,sometimes,yes,3.0,private,< 5,53,40,42,45.0,1.0
28196,male,bachelor's degree,free/reduced,none,married,sometimes,yes,4.0,private,< 5,58,55,51,55.0,1.0
28197,male,associate's degree,standard,none,single,never,no,2.0,school_bus,> 10,76,66,62,68.0,3.0
28198,female,associate's degree,standard,none,married,never,yes,2.0,school_bus,> 10,61,66,67,65.0,3.0
28199,male,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,38,43,38,40.0,2.0
28200,female,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,66,81,79,75.0,2.0
28201,male,high school,standard,none,single,sometimes,yes,1.0,private,5 - 10,67,57,52,59.0,2.0
28202,female,some college,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,73,89,86,83.0,2.0
28203,male,some college,free/reduced,completed,married,sometimes,yes,5.0,school_bus,< 5,86,94,83,88.0,1.0
28204,male,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,70,64,68,67.0,3.0
28205,male,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,68,61,63.0,2.0
28206,male,associate's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,76,78,85,80.0,2.0
28207,male,some college,standard,completed,married,sometimes,yes,2.0,private,5 - 10,79,76,80,78.0,2.0
28208,male,some college,standard,none,divorced,regularly,yes,1.0,private,5 - 10,54,50,50,51.0,2.0
28209,male,high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,78,73,70,74.0,2.0
28210,male,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,> 10,100,96,91,96.0,3.0
28211,female,associate's degree,free/reduced,none,single,regularly,yes,3.0,private,> 10,61,67,72,67.0,3.0
28212,female,associate's degree,free/reduced,none,widowed,sometimes,no,3.0,school_bus,5 - 10,51,50,57,53.0,2.0
28213,female,bachelor's degree,free/reduced,completed,widowed,sometimes,no,5.0,school_bus,> 10,46,44,55,48.0,3.0
28214,female,high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,79,93,86,86.0,1.0
28215,male,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,63,50,49,54.0,2.0
28216,female,high school,free/reduced,completed,single,sometimes,yes,6.0,school_bus,5 - 10,38,49,52,46.0,2.0
28217,male,bachelor's degree,standard,none,married,never,yes,3.0,school_bus,> 10,95,99,92,95.0,3.0
28218,male,associate's degree,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,62,65,66,64.0,2.0
28219,female,associate's degree,standard,none,single,sometimes,no,2.0,private,5 - 10,77,90,88,85.0,2.0
28220,male,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,47,45,41,44.0,2.0
28221,male,associate's degree,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,85,82,88,85.0,1.8977295694940375
28222,female,associate's degree,standard,none,married,sometimes,yes,1.0,private,> 10,92,100,100,97.0,3.0
28223,female,some high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,51,63,60,58.0,2.0
28224,female,some high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,74,85,77,79.0,1.0
28225,female,some college,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,59,66,68,64.0,2.0
28226,female,some high school,standard,none,married,sometimes,yes,0.0,private,5 - 10,60,71,70,67.0,2.0
28227,female,bachelor's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,66,75,68,70.0,2.0
28228,female,bachelor's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,> 10,67,82,86,78.0,3.0
28229,male,master's degree,standard,none,divorced,regularly,no,1.0,school_bus,> 10,70,63,65,66.0,3.0
28230,female,high school,free/reduced,none,married,never,yes,1.0,school_bus,> 10,30,46,43,40.0,3.0
28231,female,some college,standard,none,single,sometimes,yes,4.0,school_bus,< 5,56,80,80,72.0,1.0
28232,male,bachelor's degree,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,76,75,82,78.0,2.0
28233,male,high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,77,75,69,74.0,1.0
28234,female,some college,standard,none,married,regularly,yes,2.0,school_bus,< 5,82,99,91,91.0,1.0
28235,female,some college,standard,none,single,never,no,3.0,school_bus,< 5,27,31,31,30.0,1.0
28236,female,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,66,80,80,75.0,2.0
28237,female,some high school,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,79,74,80,78.0,2.0
28238,female,bachelor's degree,standard,none,widowed,sometimes,no,2.0,school_bus,< 5,47,63,60,57.0,1.0
28239,male,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,65,70,65,67.0,2.0
28240,female,some college,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,54,63,64,60.0,2.0
28241,male,associate's degree,standard,none,single,regularly,yes,4.0,school_bus,< 5,99,95,92,95.0,1.0
28242,female,some high school,standard,completed,single,regularly,no,3.0,private,5 - 10,81,78,88,82.0,2.0
28243,male,high school,free/reduced,completed,married,never,yes,2.0,school_bus,5 - 10,63,60,62,62.0,2.0
28244,male,some college,free/reduced,completed,married,sometimes,no,2.0,school_bus,> 10,50,47,43,47.0,3.0
28245,male,some college,standard,none,married,regularly,no,4.0,school_bus,5 - 10,56,56,47,53.0,2.0
28246,male,associate's degree,standard,none,married,never,no,3.0,private,5 - 10,70,64,60,65.0,2.0
28247,female,master's degree,free/reduced,none,married,sometimes,yes,5.0,school_bus,< 5,56,61,59,59.0,1.0
28248,male,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,53,59,61,58.0,2.0
28249,male,some college,standard,none,divorced,sometimes,yes,6.0,school_bus,5 - 10,86,80,73,80.0,2.0
28250,female,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,44,71,71,62.0,2.0
28251,female,some college,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,73,78,80,77.0,2.0
28252,male,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,73,74,70,72.0,1.0
28253,male,some high school,free/reduced,none,married,regularly,no,2.0,private,5 - 10,45,37,35,39.0,2.0
28254,female,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,55,69,70,65.0,2.0
28255,male,some college,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,58,62,61,60.0,2.0
28256,male,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,65,70,60,65.0,2.0
28257,male,bachelor's degree,free/reduced,none,single,never,yes,0.0,school_bus,< 5,63,57,50,57.0,1.0
28258,female,bachelor's degree,standard,none,divorced,regularly,yes,1.0,private,> 10,88,90,89,89.0,3.0
28259,male,some college,free/reduced,none,divorced,sometimes,no,3.0,school_bus,< 5,76,72,71,73.0,1.0
28260,female,associate's degree,standard,completed,married,never,yes,0.0,private,5 - 10,69,81,80,77.0,2.0
28261,male,high school,standard,completed,married,sometimes,yes,5.0,private,5 - 10,72,71,65,69.0,2.0
28262,male,some college,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,50,50,44,48.0,2.0
28263,female,master's degree,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,54,66,71,64.0,1.0
28264,male,some college,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,85,90,91,89.0,1.0
28265,male,high school,free/reduced,none,single,never,yes,5.0,school_bus,> 10,81,77,69,76.0,3.0
28266,male,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,53,44,42,46.0,2.0
28267,male,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,62,70,59,64.0,2.0
28268,male,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,93,85,81,86.0,2.0
28269,female,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,80,83,90,84.0,2.0
28270,female,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,62,75,76,71.0,2.0
28271,female,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,60,64,65,63.0,2.0
28272,male,associate's degree,free/reduced,none,married,regularly,no,3.0,private,5 - 10,66,64,69,66.0,2.0
28274,male,bachelor's degree,standard,none,married,regularly,no,2.0,school_bus,5 - 10,66,59,55,60.0,2.0
28275,female,associate's degree,standard,none,divorced,regularly,yes,0.0,school_bus,> 10,79,90,90,86.0,3.0
28276,male,associate's degree,standard,none,single,regularly,no,2.0,school_bus,< 5,86,89,88,88.0,1.0
28277,male,master's degree,standard,none,divorced,sometimes,no,4.0,school_bus,5 - 10,78,71,74,74.0,2.0
28278,male,some high school,free/reduced,none,divorced,sometimes,no,3.0,school_bus,5 - 10,40,41,36,39.0,2.0
28279,male,bachelor's degree,standard,none,married,sometimes,yes,4.0,school_bus,> 10,79,72,69,73.0,3.0
28280,male,bachelor's degree,standard,none,divorced,regularly,no,5.0,school_bus,< 5,76,59,53,63.0,1.0
28281,female,some college,standard,none,married,regularly,yes,1.0,private,< 5,69,82,80,77.0,1.0
28282,female,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,23,49,48,40.0,1.0
28283,male,associate's degree,standard,none,single,regularly,no,4.0,private,< 5,94,89,91,91.0,1.0
28284,male,some college,standard,none,married,sometimes,yes,7.0,private,5 - 10,60,57,53,57.0,2.0
28285,male,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,63,53,53,56.0,3.0
28286,male,high school,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,64,61,55,60.0,2.0
28287,male,some high school,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,61,58,54,58.0,2.0
28288,male,some college,standard,none,single,sometimes,no,3.0,private,5 - 10,76,74,70,73.0,2.0
28289,female,high school,standard,completed,married,regularly,yes,1.0,school_bus,< 5,84,99,100,94.0,1.0
28290,male,some high school,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,69,70,64,68.0,2.0
28291,female,bachelor's degree,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,63,69,80,71.0,2.0
28292,male,some college,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,41,42,39,41.0,2.0
28293,male,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,> 10,91,82,81,85.0,3.0
28294,male,some college,standard,none,single,regularly,yes,4.0,private,< 5,67,54,57,59.0,1.0
28295,female,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10,71,86,88,82.0,3.0
28296,male,some college,standard,completed,single,sometimes,no,4.0,private,> 10,81,69,74,75.0,3.0
28297,female,high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,90,89,92,90.0,2.0
28298,male,some high school,free/reduced,completed,single,sometimes,yes,0.0,private,< 5,68,63,64,65.0,1.0
28299,female,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,56,65,72,64.0,1.0
28300,male,some college,standard,none,married,regularly,yes,4.0,school_bus,< 5,50,37,35,41.0,1.0
28301,male,associate's degree,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,69,74,63,69.0,2.0
28302,male,some college,standard,none,married,regularly,no,3.0,private,> 10,81,65,62,69.0,3.0
28304,male,high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,47,51,48,49.0,2.0
28306,female,some college,standard,completed,single,regularly,no,2.0,school_bus,5 - 10,53,62,68,61.0,2.0
28307,female,some high school,free/reduced,none,married,sometimes,yes,3.0,private,< 5,32,50,48,43.0,1.0
28308,female,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,> 10,84,87,85,85.0,3.0
28310,female,some college,standard,none,married,sometimes,no,7.0,private,5 - 10,75,85,82,81.0,2.0
28311,male,some college,free/reduced,completed,married,regularly,yes,3.0,school_bus,> 10,72,66,72,70.0,3.0
28312,female,some high school,standard,completed,divorced,sometimes,yes,0.0,private,> 10,41,56,60,52.0,3.0
28313,female,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,94,98,97,96.0,2.0
28314,male,some college,standard,completed,married,regularly,no,4.0,private,5 - 10,70,58,60,63.0,2.0
28315,female,some college,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,< 5,72,89,89,83.0,1.0
28316,male,some high school,free/reduced,completed,married,never,yes,1.0,private,5 - 10,52,64,56,57.0,2.0
28317,male,some college,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,100,98,100,99.0,2.0
28318,male,high school,standard,none,married,regularly,no,1.0,school_bus,< 5,69,70,65,68.0,1.0
28319,male,some high school,standard,none,single,regularly,no,4.0,school_bus,5 - 10,61,56,63,60.0,2.0
28320,female,high school,standard,none,widowed,sometimes,yes,0.0,school_bus,> 10,61,69,68,66.0,3.0
28321,female,some college,standard,none,married,sometimes,no,3.0,private,5 - 10,50,54,52,52.0,2.0
28322,male,associate's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,81,65,69,72.0,2.0
28323,male,associate's degree,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,72,69,62,68.0,2.0
28324,female,associate's degree,free/reduced,none,married,regularly,no,1.0,private,> 10,75,84,78,79.0,3.0
28325,female,associate's degree,free/reduced,none,single,never,no,3.0,school_bus,5 - 10,58,65,59,61.0,2.0
28326,female,high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,46,60,58,55.0,2.0
28327,female,high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,69,78,76,74.0,2.0
28328,female,some college,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,68,78,77,74.0,2.0
28329,female,high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,73,73,85,77.0,1.8977295694940375
28330,male,master's degree,standard,none,divorced,regularly,yes,2.0,school_bus,< 5,90,85,84,86.0,1.0
28331,male,associate's degree,standard,none,married,regularly,no,2.0,school_bus,< 5,93,88,82,88.0,1.0
28332,female,some college,standard,none,married,sometimes,yes,1.0,school_bus,> 10,51,70,71,64.0,3.0
28333,male,some college,standard,completed,single,regularly,yes,2.0,private,5 - 10,96,85,90,90.0,2.0
28334,male,bachelor's degree,standard,none,single,regularly,no,1.0,school_bus,5 - 10,58,55,52,55.0,2.0
28335,male,some high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10,72,68,71,70.0,2.0
28336,male,associate's degree,free/reduced,none,married,never,yes,2.0,school_bus,< 5,65,61,54,60.0,1.0
28337,male,some college,standard,none,married,regularly,yes,1.0,private,5 - 10,96,74,76,82.0,2.0
28338,male,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,60,55,58,58.0,2.0
28339,male,some high school,free/reduced,none,single,regularly,no,4.0,school_bus,5 - 10,55,59,51,55.0,2.0
28340,male,associate's degree,standard,completed,single,sometimes,yes,6.0,school_bus,< 5,64,73,71,69.0,1.0
28341,female,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,39,54,47,47.0,2.0
28342,female,some college,standard,none,single,regularly,yes,1.0,private,5 - 10,59,64,60,61.0,1.8977295694940375
28343,male,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,50,61,52,54.0,2.0
28344,male,some college,standard,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,83,81,83,82.0,2.0
28345,female,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,73,75,72,73.0,2.0
28346,male,high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,41,51,48,47.0,2.0
28347,female,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,81,85,85,84.0,2.0
28348,male,some college,standard,completed,married,sometimes,yes,5.0,private,> 10,81,82,76,80.0,3.0
28349,male,some high school,standard,none,married,sometimes,yes,0.0,school_bus,> 10,63,59,51,58.0,3.0
28350,female,some high school,standard,none,divorced,regularly,no,3.0,school_bus,5 - 10,58,64,66,63.0,2.0
28351,male,bachelor's degree,standard,none,single,sometimes,yes,1.0,school_bus,> 10,91,95,95,94.0,3.0
28352,female,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,63,64,63,63.0,2.0
28353,male,some college,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,60,44,45,50.0,1.8977295694940375
28354,female,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,38,50,51,46.0,2.0
28355,female,associate's degree,free/reduced,completed,divorced,regularly,no,5.0,private,> 10,73,83,88,81.0,3.0
28357,female,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,68,76,70,71.0,2.0
28358,male,some college,free/reduced,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,67,65,56,63.0,2.0
28359,female,bachelor's degree,standard,completed,single,sometimes,yes,6.0,school_bus,< 5,65,78,83,75.0,1.0
28360,female,associate's degree,standard,none,single,sometimes,no,1.0,private,5 - 10,83,85,88,85.0,2.0
28361,male,associate's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,63,49,46,53.0,2.0
28362,male,high school,standard,none,single,sometimes,no,1.0,school_bus,< 5,70,69,64,68.0,1.0
28363,male,high school,standard,completed,married,sometimes,no,3.0,private,5 - 10,78,70,75,74.0,2.0
28364,female,some college,standard,none,married,regularly,yes,5.0,school_bus,5 - 10,55,72,67,65.0,2.0
28365,female,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,53,59,60,57.0,2.0
28366,female,some college,standard,completed,married,sometimes,yes,2.0,private,> 10,72,69,74,72.0,3.0
28367,male,some high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,60,57,60,59.0,2.0
28368,female,high school,free/reduced,completed,single,sometimes,yes,1.0,school_bus,5 - 10,53,63,60,59.0,2.0
28369,female,high school,free/reduced,completed,married,regularly,no,3.0,private,< 5,51,74,70,65.0,1.0
28370,male,some college,standard,none,divorced,sometimes,no,2.0,school_bus,< 5,74,73,73,73.0,1.0
28371,female,high school,standard,none,married,never,no,3.0,school_bus,5 - 10,57,65,59,60.0,2.0
28372,male,master's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,71,65,69,68.0,2.0
28373,male,associate's degree,standard,none,married,never,yes,6.0,school_bus,5 - 10,83,66,66,72.0,2.0
28374,female,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,54,65,62,60.0,2.0
28375,female,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,> 10,84,93,89,89.0,3.0
28376,female,some college,standard,none,married,sometimes,yes,3.0,private,5 - 10,90,98,100,96.0,2.0
28377,male,some high school,free/reduced,completed,married,sometimes,yes,4.0,school_bus,5 - 10,51,51,58,53.0,2.0
28378,female,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,> 10,65,78,81,75.0,3.0
28379,female,some college,free/reduced,none,divorced,never,yes,2.0,private,> 10,35,44,45,41.0,3.0
28380,male,some college,free/reduced,completed,married,never,yes,0.0,school_bus,5 - 10,62,58,57,59.0,2.0
28381,female,some college,free/reduced,none,married,sometimes,yes,1.0,private,> 10,54,65,64,61.0,3.0
28382,female,associate's degree,standard,none,married,regularly,yes,4.0,private,5 - 10,97,97,95,96.0,1.8977295694940375
28383,male,some college,standard,none,married,regularly,yes,2.0,private,5 - 10,48,44,46,46.0,2.0
28384,female,some college,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,47,44,52,48.0,1.8977295694940375
28385,male,master's degree,standard,completed,married,never,yes,3.0,private,< 5,65,65,72,67.0,1.0
28386,male,some high school,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,79,71,68,73.0,2.0
28387,female,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,> 10,81,81,86,83.0,3.0
28388,female,some high school,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,60,66,73,66.0,2.0
28389,female,high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,59,70,70,66.0,2.0
28390,male,associate's degree,standard,completed,divorced,regularly,yes,1.0,school_bus,< 5,80,78,80,79.0,1.0
28391,female,high school,standard,none,single,sometimes,yes,4.0,private,> 10,88,100,95,94.0,3.0
28392,male,bachelor's degree,standard,completed,married,regularly,yes,2.0,school_bus,< 5,82,75,77,78.0,1.0
28393,female,associate's degree,free/reduced,none,widowed,never,yes,1.0,school_bus,5 - 10,57,64,64,62.0,2.0
28394,male,some high school,free/reduced,none,single,sometimes,yes,5.0,school_bus,> 10,72,78,68,73.0,3.0
28395,female,bachelor's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,> 10,45,53,54,51.0,3.0
28396,male,master's degree,standard,completed,married,never,yes,4.0,school_bus,5 - 10,95,95,97,96.0,2.0
28397,female,some college,standard,completed,married,regularly,yes,0.0,school_bus,> 10,54,58,64,59.0,3.0
28398,male,associate's degree,standard,none,widowed,sometimes,yes,0.0,school_bus,5 - 10,69,58,55,61.0,2.0
28399,female,high school,free/reduced,completed,single,never,yes,0.0,private,5 - 10,66,79,82,76.0,2.0
28400,female,some college,standard,completed,single,regularly,yes,5.0,school_bus,5 - 10,92,97,93,94.0,2.0
28401,female,bachelor's degree,free/reduced,completed,married,never,yes,2.0,private,> 10,78,89,93,87.0,3.0
28403,female,high school,free/reduced,completed,married,sometimes,yes,0.0,school_bus,> 10,48,68,66,61.0,3.0
